REC_NUM,REC_TYPE,INV_NUM,INV_DATE,PAYER_ACC,PAYER_COMPANY,PAYER_ATTN,PAYER_ADDR,PAYER_CITY,PAYER_PROV,PAYER_POSTAL_CODE,PAYER_COUNTRY,INV_NET_AMT,INV_GST,INV_PST,INV_QST,INV_HST,INV_HST_BC,INV_HST_NB,INV_HST_NL,INV_HST_NS,INV_HST_ON,INV_TOTAL_AMT,CURRENCY,INV_DUE_DATE,NUM_OF_DETAIL_REC,NUM_OF_SHIPMENTS,NUM_OF_PCS,NUM_OF_PREPAID_ SHIPMENTS,PREPAID_ AMT,NUM_OF_COLLECT_ SHIPMENTS,COLLECT_AMT,NUM_OF_3RDPARTY_ SHIPMENTS,3RDPARTY_AMT,NUM_OF_ACCESSORIAL,ACCESSORIAL_AMT,FUEL_AMT,MAIL-TO_COMPANY,MAIL-TO_ATTN,MAIL-TO_ADDR1,MAIL-TO_ADDR2,MAIL-TO_CITY,MAIL-TO_PROV,MAIL-TO_POSTAL_CODE,MAIL-TO_COUNTRY,REMIT-TO_COMPANY,REMIT-TO_ADDR1,REMIT-TO_ADDR2,REMIT-TO_CITY,REMIT-TO_PROV,REMIT-TO_POSTAL_CODE,REMIT-TO_COUNTRY,SOLD-TO_ACC,SOLD-TO_COMPANY,SOLD-TO_ATTN,SOLD-TO_ADDR,SOLD-TO_CITY,SOLD-TO_PROV,SOLD-TO_POSTAL_CODE,SOLD-TO_COUNTRY,SOLD-TO_NET_AMT,SOLD-TO_GST,SOLD-TO_PST,SOLD-TO_QST,SOLD-TO_HST,SOLD-TO_HST_BC,SOLD-TO_HST_NB,SOLD-TO_HST_NL,SOLD-TO_HST_NS,SOLD-TO_HST_ON,SOLD-TO_TOTAL_AMT,SOLD-TO_NUM_OF_SHIPMENTS,SOLD-TO_NUM_OF_PCS,SOLD-TO_SHIPMENT_NET_AMT,SOLD-TO_AC_NET_AMT,SOLD-TO_FUEL_AMT,SOLD-TO_CONTRACT,SHIPPING_METHOD,SERVICE_DATE,BOL_MNFST_NUM,SHIPMENT_PIN,LINE_ITEM,SHIPPING_METHOD_DESC,BOL_MNFST_FLAG,ACTUAL_PRODUCT_NUM,ACTUAL_PRODUCT_DESC,ACTUAL_WGT,ACTUAL_WGT_UOM,METHOD_OF_PAYMENT,PIECES,DECLARED_PRODUCT_NUM,DECLARED_PRODUCT_DESC,DECLARED_WGT,DECLARED_WGT_UOM,RETURN_FLAG,CUSTOMER_REF1,CUSTOMER_REF2,CUSTOMER_REF3,CUSTOMER_REF4,CUSTOMER_REF5,SHIP-FROM_COMPANY,SHIP-FROM_ATTN,SHIP-FROM_ADDR,SHIP-FROM_CITY,SHIP-FROM_PROV,SHIP-FROM_POSTAL_CODE,SHIP-FROM_COUNTRY,SHIP-TO_COMPANY,SHIP-TO_ATTN,SHIP-TO_ADDR,SHIP-TO_CITY,SHIP-TO_PROV,SHIP-TO_POSTAL_CODE,SHIP-TO_COUNTRY,SHIPMENT_BASE_AMT,SHIPMENT_GST,SHIPMENT_PST,SHIPMENT_QST,SHIPMENT_HST,SHIPMENT_TOTAL_AMT,CUBING_FACTOR_1,FUEL_SURCHARGE,DNGR_GOODS,DNGR_GOODS_ACTUAL_FLAG,DNGR_GOODS_DECLARED_FLAG,COS_SURCHARGE,COS_ACTUAL_FLAG,COS_DECLARED_FLAG,EXPRESS_CHEQUE,EC_ACTUAL_FLAG,EC_DECLARED_FLAG,SATURDAY_DELIVERY,SAT_DELIV_ACTUAL_FLAG,SAT_DELIV_DECLARED_FLAG,SATURDAY_PICKUP,SAT_PICKUP_ACTUAL_FLAG,SAT_PICKUP_DECLARED_FLAG,SPECIAL_HANDLING,SH_ACTUAL_FLAG,SH_DECLARED_FLAG,COLLECT_3RDPARTY_SURCHARGE,COLLECT_3RDPARTY_ACTUAL_FLAG,COLLECT_3RDPARTY_DECLARED_FLAG,DECLARED_VALUE_SURCHARGE,DV_ACTUAL_FLAG,DV_DECLARED_FLAG,MULTI_PIECE_SURCHARGE,RESIDENTIAL_DELIVERY_SURCHARGE,BEYOND_ORIGIN_SURCHARGE,BEYOND_DEST_SURCHARGE,MISSING_ACCOUNT_SURCHARGE,AIR_CARGO_NAVCAN_SURCHARGE,AIR_CARGO_FUEL_SURCHARGE,AIR_CARGO_DNGR_GD_SURCHARGE,AIR_CARGO_DNGR_GD_ACTUAL_FLAG,AIR_CARGO_DNGR_GD_DECLARED_FLAG,PIECE_PIN,PCS_ACTUAL_WGT,PCS_ACTUAL_WGT_UOM,ACTUAL_WGT_FLAG,ACTUAL_HEIGHT,ACTUAL_WIDTH,ACTUAL_LENGTH,ACTUAL_DIMENSION_UOM,PCS_DECLARED_WGT,PCS_DECLARED_WGT_UOM,PCS_DECLARED_HEIGHT,PCS_DECLARED_WIDTH,PCS_DECLARED_LENGTH,DECLARED_DIMENSION_UOM,SPECIAL_HANDLING_FLAG,RESIDENTIAL_PICKUP_SURCHARGE,RESIDENTIAL_SIGNATURE,MANUAL_SHPT_FEE,ORIGIN_ZONE_ID,RATE_CODE,ORIGIN_BEYOND_RATE_CODE,DEST_BEYOND_RATE_CODE,GST_HST_TAX_NUM,QST_TAX_NUM
45,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725756,329019725756,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,4,LB,PP,1,210,Purolator Express Envelope 9AM,0,LB,N,ss26,ss26,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS26,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,34.05,1.94,0,0,0,40.66,X,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
46,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725756,329019725756,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,,,PP,,210,Purolator Express Envelope 9AM,,,N,ss26,ss26,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS26,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725756,4,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
47,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725764,329019725764,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,7,LB,PP,1,210,Purolator Express Envelope 9AM,0,LB,N,ss27,ss27,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS27,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,39.13,2.22,0,0,0,46.43,X,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
48,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725764,329019725764,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,,,PP,,210,Purolator Express Envelope 9AM,,,N,ss27,ss27,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS27,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725764,7,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
49,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725780,329019725780,1,Web Ship- Acct#,B,200,Purolator Express 9AM,10,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss29,ss29,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS29,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,44.1,2.48,0,0,0,52.06,X,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
50,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725780,329019725780,1,Web Ship- Acct#,B,200,Purolator Express 9AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss29,ss29,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS29,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725780,10,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
51,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725798,329019725798,1,Web Ship- Acct#,B,201,Purolator Express 10:30AM,10,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss30,ss30,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS30,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,38.64,2.18,0,0,0,45.86,X,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
52,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725798,329019725798,1,Web Ship- Acct#,B,201,Purolator Express 10:30AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss30,ss30,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS30,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725798,10,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
53,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725806,329019725806,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,0,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss31,ss31,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS31,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,22.36,1.3,0,0,0,27.4,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
54,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725806,329019725806,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss31,ss31,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS31,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725806,0,LB,1,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
55,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725814,329019725814,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,4,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss32,ss32,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS32,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,34.05,1.93,0,0,0,40.65,X,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
56,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725814,329019725814,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss32,ss32,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS32,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725814,4,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
57,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725822,329019725822,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,4,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss33,ss33,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS33,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,28.63,1.64,0,0,0,34.51,X,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
58,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725822,329019725822,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss33,ss33,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS33,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725822,4,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
59,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725830,329019725830,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,0,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss34,ss34,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS34,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,22.36,1.3,0,0,0,27.4,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
60,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725830,329019725830,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss34,ss34,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS34,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725830,0,LB,1,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
61,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725863,329019725863,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,7,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss37,ss37,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS37,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,39.13,2.21,0,0,0,46.42,X,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
